No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,Time 1,Time 2,delay 1,delay 2,jitter,,,,,,Time 1,Time 2,delay,delay 2,jitter
60772,479.487321,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=219091 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.487321,479.487321,0,7.40E-05,-0.000074
60773,479.487321,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.487321,479.487395,7.40E-05,4.70E-05,0.000027
60774,479.487395,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=280531 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.487395,479.487442,4.70E-05,3.00E-05,0.000017
60775,479.487442,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60774#1] 61630  >  443 [ACK] Seq=1228 Ack=280531 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.487442,479.487472,3.00E-05,2.50E-05,0.000005
60776,479.487472,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60774#2] 61630  >  443 [ACK] Seq=1228 Ack=280531 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.487472,479.487497,2.50E-05,2.00E-05,0.000005
60777,479.487497,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=282763 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.487497,479.487517,2.00E-05,2.30E-05,-0.000003
60778,479.487517,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60777#1] 61630  >  443 [ACK] Seq=1228 Ack=282763 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.487517,479.48754,2.30E-05,6.90E-05,-0.000046
60779,479.48754,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=570558 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.48754,479.487609,6.90E-05,2.10E-05,0.000048
60780,479.487609,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.487609,479.48763,2.10E-05,0.001541,-0.00152
60781,479.48763,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=571838 Win=63672 Len=0,,,,,,,,,,,,,,,,,,,,,479.48763,479.489171,0.001541,0,0.001541
60782,479.489171,13.33.28.251,192.168.100.11,TCP,1334,"[TCP Previous segment not captured] 443  >  61630 [PSH, ACK] Seq=284043 Ack=1228 Win=65535 Len=1280 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,,479.489171,479.489171,0,0,0
60783,479.489171,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=220371 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.489171,479.489171,0,0,0
60784,479.489171,13.33.28.251,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61630 [ACK] Seq=282763 Ack=1228 Win=65535 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,479.489171,479.489171,0,0,0
60785,479.489171,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=221651 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.489171,479.489171,0,0,0
60786,479.489171,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=226147 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.489171,479.489171,0,0,0
60787,479.489171,13.33.28.251,192.168.100.11,TCP,1334,[TCP Previous segment not captured] 443  >  61630 [ACK] Seq=286603 Ack=1228 Win=65535 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,479.489171,479.489171,0,0,0
60788,479.489171,13.33.28.251,192.168.100.11,TCP,1334,443  >  61630 [ACK] Seq=287883 Ack=1228 Win=65535 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,479.489171,479.489171,0,0,0
60789,479.489171,13.33.28.251,192.168.100.11,TCP,1038,"443  >  61630 [PSH, ACK] Seq=289163 Ack=1228 Win=65535 Len=984 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,,479.489171,479.489171,0,0,0
60790,479.489171,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.489171,479.489171,0,0,0
60791,479.489171,13.33.28.251,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61630 [ACK] Seq=285323 Ack=1228 Win=65535 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,479.489171,479.489171,0,0,0
60792,479.489171,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.489171,479.489171,0,7.90E-05,-0.000079
60793,479.489171,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=227427 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.489171,479.48925,7.90E-05,4.00E-05,0.000039
60794,479.48925,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60777#2] 61630  >  443 [ACK] Seq=1228 Ack=282763 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.48925,479.48929,4.00E-05,2.90E-05,0.000011
60795,479.48929,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60777#3] 61630  >  443 [ACK] Seq=1228 Ack=282763 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.48929,479.489319,2.90E-05,2.70E-05,0.000002
60796,479.489319,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=285323 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.489319,479.489346,2.70E-05,3.10E-05,-0.000004
60797,479.489346,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60796#1] 61630  >  443 [ACK] Seq=1228 Ack=285323 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.489346,479.489377,3.10E-05,2.20E-05,0.000009
60798,479.489377,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60796#2] 61630  >  443 [ACK] Seq=1228 Ack=285323 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.489377,479.489399,2.20E-05,2.10E-05,0.000001
60799,479.489399,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60796#3] 61630  >  443 [ACK] Seq=1228 Ack=285323 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.489399,479.48942,2.10E-05,2.20E-05,-0.000001
60800,479.48942,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60796#4] 61630  >  443 [ACK] Seq=1228 Ack=285323 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.48942,479.489442,2.20E-05,2.80E-05,-0.000006
60801,479.489442,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60796#5] 61630  >  443 [ACK] Seq=1228 Ack=285323 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.489442,479.48947,2.80E-05,1.20E-05,0.000016
60803,479.48947,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=290147 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.48947,479.489482,1.20E-05,1.00E-05,0.000002
60804,479.489482,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60803#1] 61630  >  443 [ACK] Seq=1228 Ack=290147 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.489482,479.489492,1.00E-05,0.001109,-0.001099
60805,479.489492,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=574398 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.489492,479.490601,0.001109,0,0.001109
60806,479.490601,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=231891 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.490601,479.490601,0,0,0
60807,479.490601,13.33.28.251,192.168.100.11,TLSv1.2,1334,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,,,,,,,,,,,,479.490601,479.490601,0,0,0
60808,479.490601,13.33.28.251,192.168.100.11,TLSv1.2,1334,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,,,,,,,,,,,,479.490601,479.490601,0,0,0
60809,479.490601,13.33.28.251,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61630 [ACK] Seq=291427 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.490601,479.490601,0,0,0
60810,479.490601,13.33.28.251,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61630 [ACK] Seq=293987 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.490601,479.490601,0,0,0
60811,479.490601,13.33.28.251,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61630 [ACK] Seq=290147 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.490601,479.490601,0,0,0
60812,479.490601,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.490601,479.490601,0,0,0
60813,479.490601,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.490601,479.490601,0,6.80E-05,-0.000068
60814,479.490601,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.490601,479.490669,6.80E-05,4.80E-05,0.00002
60815,479.490669,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60803#2] 61630  >  443 [ACK] Seq=1228 Ack=290147 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.490669,479.490717,4.80E-05,3.30E-05,0.000015
60816,479.490717,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60803#3] 61630  >  443 [ACK] Seq=1228 Ack=290147 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.490717,479.49075,3.30E-05,3.10E-05,0.000002
60817,479.49075,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60803#4] 61630  >  443 [ACK] Seq=1228 Ack=290147 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.49075,479.490781,3.10E-05,2.40E-05,0.000007
60818,479.490781,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60803#5] 61630  >  443 [ACK] Seq=1228 Ack=290147 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.490781,479.490805,2.40E-05,3.50E-05,-0.000011
60819,479.490805,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60803#6] 61630  >  443 [ACK] Seq=1228 Ack=290147 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.490805,479.49084,3.50E-05,4.30E-05,-0.000008
60820,479.49084,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=296547 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.49084,479.490883,4.30E-05,0.000783,-0.00074
60821,479.490883,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=578238 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.490883,479.491666,0.000783,0,0.000783
60822,479.491666,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=233171 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.491666,479.491666,0,0,0
60823,479.491666,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=235731 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.491666,479.491666,0,0,0
60824,479.491666,13.33.28.251,192.168.100.11,TLSv1.2,350,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,,,,,,,,,,,,479.491666,479.491666,0,0,0
60825,479.491666,13.33.28.251,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61630 [ACK] Seq=297827 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.491666,479.491666,0,0,0
60826,479.491666,13.33.28.251,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61630 [ACK] Seq=296547 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.491666,479.491666,0,5.70E-05,-0.000057
60827,479.491666,13.33.28.251,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61630 [ACK] Seq=299107 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.491666,479.491723,5.70E-05,4.30E-05,0.000014
60828,479.491723,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60820#1] 61630  >  443 [ACK] Seq=1228 Ack=296547 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.491723,479.491766,4.30E-05,2.70E-05,0.000016
60829,479.491766,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60820#2] 61630  >  443 [ACK] Seq=1228 Ack=296547 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.491766,479.491793,2.70E-05,2.30E-05,0.000004
60830,479.491793,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60820#3] 61630  >  443 [ACK] Seq=1228 Ack=296547 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.491793,479.491816,2.30E-05,2.50E-05,-0.000002
60831,479.491816,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60820#4] 61630  >  443 [ACK] Seq=1228 Ack=296547 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.491816,479.491841,2.50E-05,2.20E-05,0.000003
60832,479.491841,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=299107 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.491841,479.491863,2.20E-05,0.000193,-0.000171
60833,479.491863,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=300683 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.491863,479.492056,0.000193,3.70E-05,0.000156
60834,479.492056,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.492056,479.492093,3.70E-05,0.000715,-0.000678
60835,479.492093,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=579518 Win=63672 Len=0,,,,,,,,,,,,,,,,,,,,,479.492093,479.492808,0.000715,0,0.000715
60836,479.492808,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.492808,479.492808,0,0,0
60837,479.492808,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.492808,479.492808,0,5.80E-05,-0.000058
60838,479.492808,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.492808,479.492866,5.80E-05,0.000449,-0.000391
60839,479.492866,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=583358 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.492866,479.493315,0.000449,5.10E-05,0.000398
60840,479.493315,13.35.13.34,192.168.100.11,TLSv1.3,1334,"[TCP Previous segment not captured] , Continuation Data",,,,,,,,,,,,,,,,,,,,,479.493315,479.493366,5.10E-05,0.000499,-0.000448
60841,479.493366,192.168.100.11,13.35.13.34,TCP,54,[TCP Dup ACK 60839#1] 61629  >  443 [ACK] Seq=2116 Ack=583358 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.493366,479.493865,0.000499,5.00E-05,0.000449
60842,479.493865,13.35.13.34,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61629 [ACK] Seq=583358 Ack=2116 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.493865,479.493915,5.00E-05,0.000542,-0.000492
60843,479.493915,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=585918 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.493915,479.494457,0.000542,3.60E-05,0.000506
60844,479.494457,13.35.13.34,192.168.100.11,TLSv1.3,1334,"[TCP Previous segment not captured] , Continuation Data",,,,,,,,,,,,,,,,,,,,,479.494457,479.494493,3.60E-05,0.000223,-0.000187
60845,479.494493,192.168.100.11,13.35.13.34,TCP,54,[TCP Dup ACK 60843#1] 61629  >  443 [ACK] Seq=2116 Ack=585918 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.494493,479.494716,0.000223,4.80E-05,0.000175
60846,479.494716,13.35.13.34,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61629 [ACK] Seq=585918 Ack=2116 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.494716,479.494764,4.80E-05,0.000676,-0.000628
60847,479.494764,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=588478 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.494764,479.49544,0.000676,4.80E-05,0.000628
60848,479.49544,13.35.13.34,192.168.100.11,TLSv1.3,1334,"[TCP Previous segment not captured] , Continuation Data",,,,,,,,,,,,,,,,,,,,,479.49544,479.495488,4.80E-05,0.000298,-0.00025
60849,479.495488,192.168.100.11,13.35.13.34,TCP,54,[TCP Dup ACK 60847#1] 61629  >  443 [ACK] Seq=2116 Ack=588478 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.495488,479.495786,0.000298,4.80E-05,0.00025
60850,479.495786,13.35.13.34,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61629 [ACK] Seq=588478 Ack=2116 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.495786,479.495834,4.80E-05,0.000711,-0.000663
60851,479.495834,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=591038 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.495834,479.496545,0.000711,4.00E-05,0.000671
60852,479.496545,13.35.13.34,192.168.100.11,TLSv1.3,1334,"[TCP Previous segment not captured] , Continuation Data",,,,,,,,,,,,,,,,,,,,,479.496545,479.496585,4.00E-05,0.000322,-0.000282
60853,479.496585,192.168.100.11,13.35.13.34,TCP,54,[TCP Dup ACK 60851#1] 61629  >  443 [ACK] Seq=2116 Ack=591038 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.496585,479.496907,0.000322,3.70E-05,0.000285
60854,479.496907,13.35.13.34,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61629 [ACK] Seq=591038 Ack=2116 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.496907,479.496944,3.70E-05,0.000706,-0.000669
60855,479.496944,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=593598 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.496944,479.49765,0.000706,5.60E-05,0.00065
60856,479.49765,13.33.28.251,192.168.100.11,TLSv1.2,1334,Ignored Unknown Record,,,,,,,,,,,,,,,,,,,,,479.49765,479.497706,5.60E-05,0.000321,-0.000265
60857,479.497706,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=301963 Win=63672 Len=0,,,,,,,,,,,,,,,,,,,,,479.497706,479.498027,0.000321,3.30E-05,0.000288
60858,479.498027,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=239571 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.498027,479.49806,3.30E-05,0.000338,-0.000305
60859,479.49806,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60857#1] 61630  >  443 [ACK] Seq=1228 Ack=301963 Win=63672 Len=0,,,,,,,,,,,,,,,,,,,,,479.49806,479.498398,0.000338,0,0.000338
60860,479.498398,13.33.28.251,192.168.100.11,TLSv1.2,1334,Ignored Unknown Record,,,,,,,,,,,,,,,,,,,,,479.498398,479.498398,0,5.20E-05,-0.000052
60861,479.498398,13.33.28.251,192.168.100.11,TLSv1.2,1334,Ignored Unknown Record,,,,,,,,,,,,,,,,,,,,,479.498398,479.49845,5.20E-05,0.000223,-0.000171
60862,479.49845,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=304523 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.49845,479.498673,0.000223,3.70E-05,0.000186
60863,479.498673,13.35.13.34,192.168.100.11,TLSv1.3,1334,"[TCP Previous segment not captured] , Continuation Data",,,,,,,,,,,,,,,,,,,,,479.498673,479.49871,3.70E-05,0.000342,-0.000305
60864,479.49871,192.168.100.11,13.35.13.34,TCP,54,[TCP Dup ACK 60855#1] 61629  >  443 [ACK] Seq=2116 Ack=593598 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.49871,479.499052,0.000342,0,0.000342
60865,479.499052,13.35.13.34,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61629 [ACK] Seq=593598 Ack=2116 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.499052,479.499052,0,4.20E-05,-0.000042
60866,479.499052,13.35.13.34,192.168.100.11,TLSv1.3,1334,"[TCP Previous segment not captured] , Continuation Data",,,,,,,,,,,,,,,,,,,,,479.499052,479.499094,4.20E-05,4.30E-05,-0.000001
60867,479.499094,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=596158 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.499094,479.499137,4.30E-05,0.000902,-0.000859
60868,479.499137,192.168.100.11,13.35.13.34,TCP,54,[TCP Dup ACK 60867#1] 61629  >  443 [ACK] Seq=2116 Ack=596158 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.499137,479.500039,0.000902,3.80E-05,0.000864
60869,479.500039,13.35.13.34,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61629 [ACK] Seq=596158 Ack=2116 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.500039,479.500077,3.80E-05,0.000206,-0.000168
60870,479.500077,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=598718 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.500077,479.500283,0.000206,3.80E-05,0.000168
60871,479.500283,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.500283,479.500321,3.80E-05,0.000429,-0.000391
60872,479.500321,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=599998 Win=63672 Len=0,,,,,,,,,,,,,,,,,,,,,479.500321,479.50075,0.000429,0.000626,-0.000197
60873,479.50075,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.50075,479.501376,0.000626,3.60E-05,0.00059
60874,479.501376,13.35.13.34,192.168.100.11,TLSv1.3,1334,"[TCP Previous segment not captured] , Continuation Data",,,,,,,,,,,,,,,,,,,,,479.501376,479.501412,3.60E-05,0.00034,-0.000304
60875,479.501412,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=601278 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.501412,479.501752,0.00034,4.70E-05,0.000293
60876,479.501752,13.35.13.34,192.168.100.11,TCP,1334,[TCP Out-Of-Order] 443  >  61629 [ACK] Seq=601278 Ack=2116 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.501752,479.501799,4.70E-05,0.002039,-0.001992
60877,479.501799,192.168.100.11,13.35.13.34,TCP,54,61629  >  443 [ACK] Seq=2116 Ack=603838 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.501799,479.503838,0.002039,0.000441,0.001598
60879,479.503838,13.33.28.251,192.168.100.11,TLSv1.2,1334,Ignored Unknown Record,,,,,,,,,,,,,,,,,,,,,479.503838,479.504279,0.000441,5.40E-05,0.000387
60880,479.504279,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=242131 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.504279,479.504333,5.40E-05,0.000268,-0.000214
60881,479.504333,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=305803 Win=63672 Len=0,,,,,,,,,,,,,,,,,,,,,479.504333,479.504601,0.000268,3.50E-05,0.000233
60882,479.504601,13.33.28.251,192.168.100.11,TLSv1.2,1334,Ignored Unknown Record,,,,,,,,,,,,,,,,,,,,,479.504601,479.504636,3.50E-05,0.001212,-0.001177
60883,479.504636,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=307083 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.504636,479.505848,0.001212,0,0.001212
60884,479.505848,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=244691 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.505848,479.505848,0,0,0
60885,479.505848,13.33.28.251,192.168.100.11,TLSv1.2,1334,Ignored Unknown Record,,,,,,,,,,,,,,,,,,,,,479.505848,479.505848,0,0,0
60886,479.505848,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.505848,479.505848,0,0,0
60887,479.505848,13.33.28.251,192.168.100.11,TLSv1.2,1334,Ignored Unknown Record,,,,,,,,,,,,,,,,,,,,,479.505848,479.505848,0,0,0
60888,479.505848,13.35.13.34,192.168.100.11,TLSv1.3,1334,Continuation Data,,,,,,,,,,,,,,,,,,,,,479.505848,479.505848,0,0,0
60889,479.505848,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=248531 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.505848,479.505848,0,5.50E-05,-0.000055
60890,479.505848,13.33.28.251,192.168.100.11,TCP,1334,[TCP Spurious Retransmission] 443  >  61630 [ACK] Seq=245971 Ack=1228 Win=65535 Len=1280,,,,,,,,,,,,,,,,,,,,,479.505848,479.505903,5.50E-05,6.20E-05,-0.000007
60891,479.505903,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60883#1] 61630  >  443 [ACK] Seq=1228 Ack=307083 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.505903,479.505965,6.20E-05,3.10E-05,0.000031
60892,479.505965,192.168.100.11,13.33.28.251,TCP,54,61630  >  443 [ACK] Seq=1228 Ack=309643 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.505965,479.505996,3.10E-05,2.00E-05,0.000011
60893,479.505996,192.168.100.11,13.33.28.251,TCP,54,[TCP Dup ACK 60892#1] 61630  >  443 [ACK] Seq=1228 Ack=309643 Win=64952 Len=0,,,,,,,,,,,,,,,,,,,,,479.505996,479.506016,2.00E-05,0.000752,-0.000732
